"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1656",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Kavics utca, Dunakeszi",NA,NA
"1657",NA,NA,"150 000 Ft/hó",NA,"Hárshegyi út"," II. kerület","49 m² terület","2 szoba",NA
"1658",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","95 000 Ft/hó",NA,"Zecher János tér, Dunaújváros",NA,NA
"1659",NA,NA,"365 150 Ft/hó",NA,"Irányi utca"," V. kerület","123 m² terület","4 szoba","8 m² erkély"
"1660",NA,NA,"150 000 Ft/hó",NA,"Petőfi Sándor utca"," Gyöngyös","60 m² terület","2 szoba","10 m² erkély"
"1661",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Madách utca, XV. kerület",NA,NA
"1662",NA,NA,"70 000 Ft/hó",NA,"Városház tér 11"," Miskolc","28 m² terület","1 szoba",NA
"1663",NA,NA,"250 000 Ft/hó",NA,"Diófa utca"," Debrecen","72 m² terület","1 + 2 fél szoba","10 m² erkély"
"1664",NA,NA,"140 000 Ft/hó",NA,"Auróra utca 16"," VIII. kerület","50 m² terület","2 + 1 fél szoba",NA
"1665",NA,NA,"700 000 Ft/hó",NA,"Szabadság út"," Gödöllő","220 m² terület","6 szoba",NA
"1666",NA,NA,"712 043 Ft/hó",NA,"Pala utca"," I. kerület","90 m² terület","4 szoba","20 m² erkély"
"1667",NA,NA,"120 000 Ft/hó",NA,"Garam utca"," XIII. kerület","45 m² terület","2 szoba",NA
"1668",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Alsó Kikötő sor, Szeged",NA,NA
"1669","Csak szoba",NA,"120 000 Ft/hó",NA,"Táncsics Mihály utca"," Komárom","40 m² terület","1 szoba",NA
"1670",NA,NA,"210 000 Ft/hó",NA,"Pauler utca"," I. kerület","56 m² terület","2 szoba","8 m² erkély"
"1671",NA,NA,"350 000 Ft/hó",NA,"Szófia utca"," VI. kerület","78 m² terület","3 szoba",NA
"1672",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Sárkány utca 7-9., VIII. kerület",NA,NA
"1673",NA,NA,"280 000 Ft/hó",NA,"II/A kerület - Remetekertváros"," II. kerület","90 m² terület","3 szoba","17 m² erkély"
"1674",NA,NA,"120 000 Ft/hó",NA,"Vadász utca"," Tatabánya","57 m² terület","2 szoba",NA
"1675",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","350 000 Ft/hó",NA,"Király utca, VII. kerület",NA,NA
"1676",NA,NA,"89 000 Ft/hó",NA,"Építők útja"," Pécs","54 m² terület","2 szoba",NA
"1677",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Fiumei utca, Szigethalom",NA,NA
"1678","Új építésű",NA,"220 000 Ft/hó",NA,"Tata",NA,"76 m² terület","3 szoba",NA
"1679",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Ybl Miklós utca, Székesfehérvár",NA,NA
"1680","Új építésű",NA,"200 000 Ft/hó",NA,"Cserhalom utca"," XIII. kerület","42 m² terület","2 szoba","8 m² erkély"
"1681",NA,NA,"130 000 Ft/hó",NA,"Érd"," Postástelep","40 m² terület","2 szoba","6 m² erkély"
"1682",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","70 000 Ft/hó",NA,"Római körút, Dunaújváros",NA,NA
"1683",NA,NA,"150 000 Ft/hó",NA,"Debrecen"," Sestakert","59 m² terület","2 szoba","4 m² erkély"
"1684",NA,NA,"115 000 Ft/hó",NA,"Kálvária tér"," VIII. kerület","27 m² terület","1 szoba",NA
"1685",NA,NA,"160 000 Ft/hó",NA,"Mecset utca"," II. kerület","87 m² terület","2 + 1 fél szoba",NA
"1686",NA,NA,"100 000 Ft/hó",NA,"Széll Kálmán utca"," Szombathely","80 m² terület","2 szoba",NA
"1687",NA,NA,"110 000 Ft/hó",NA,"Mars utca"," XXI. kerület","36 m² terület","1 szoba","1 m² erkély"
"1688",NA,NA,"170 000 Ft/hó",NA,"Attila út"," I. kerület","57 m² terület","2 szoba",NA
"1689",NA,NA,"764 989 Ft/hó",NA,"Kálmán Imre utca 21"," V. kerület","150 m² terület","3 szoba",NA
"1690",NA,NA,"75 000 Ft/hó",NA,"Bálvány utca"," Szolnok","41 m² terület","1 szoba","4 m² erkély"
"1691",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Jókai Mór utca, Miskolc",NA,NA
"1692",NA,NA,"159 000 Ft/hó",NA,"Szív utca"," VI. kerület","57 m² terület","2 szoba","1 m² erkély"
"1693",NA,NA,"100 000 Ft/hó",NA,"Faiskola utca 1"," Eger","47 m² terület","2 szoba","12 m² erkély"
"1694",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Munkácsy Mihály út 22, Tiszaújváros",NA,NA
"1695",NA,NA,"130 000 Ft/hó",NA,"Podmaniczky utca"," VI. kerület","51 m² terület","2 szoba","5 m² erkély"
"1696",NA,NA,"140 000 Ft/hó",NA,"Középső-Ferencváros - Rehabilitációs terület"," IX. kerület","41 m² terület","1 + 1 fél szoba","8 m² erkély"
"1697",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Málomi út, Pécs",NA,NA
"1698",NA,NA,"1 460 600 Ft/hó",NA,"Fehér Hajó utca 8-10"," V. kerület","130 m² terület","4 szoba","2 m² erkély"
"1699",NA,NA,"110 000 Ft/hó",NA,"Pázsit utca 23"," Hatvan","45 m² terület","1 szoba",NA
"1700","Új építésű",NA,"125 000 Ft/hó",NA,"Debrecen"," Nyulas","35 m² terület","1 szoba","4 m² erkély"
"1701",NA,NA,"250 000 Ft/hó",NA,"Dóczy József utca"," Debrecen","60 m² terület","2 szoba",NA
"1702",NA,NA,"75 000 Ft/hó",NA,"Kőrösi Csoma Sándor utca"," Pécs","39 m² terület","1 + 1 fél szoba",NA
"1703",NA,NA,"190 000 Ft/hó",NA,"Belső-Erzsébetváros"," VII. kerület","63 m² terület","1 + 1 fél szoba",NA
"1704",NA,NA,"220 000 Ft/hó",NA,"Érd"," Parkváros","76 m² terület","3 szoba","16 m² erkély"
"1705",NA,NA,"120 000 Ft/hó",NA,"Etelka sor 1"," Szeged","32 m² terület","1 szoba","6 m² erkély"
"1706",NA,NA,"235 000 Ft/hó",NA,"Toldy Ferenc utca"," I. kerület","70 m² terület","3 szoba",NA
"1707",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Deák Ferenc utca 16., Eger",NA,NA
"1708",NA,NA,"210 000 Ft/hó",NA,"Bartók Béla út"," XI. kerület","81 m² terület","3 szoba","5 m² erkély"
"1709",NA,NA,"165 000 Ft/hó",NA,"Hollán Ernő utca"," XIII. kerület","33 m² terület","1 szoba","3 m² erkély"
"1710",NA,NA,"250 000 Ft/hó",NA,"Jókai tér"," VI. kerület","106 m² terület","4 szoba","3 m² erkély"
"1711",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Szövőszék utca, X. kerület",NA,NA
"1712",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"József Attila utca, Székesfehérvár",NA,NA
"1713",NA,NA,"120 000 Ft/hó",NA,"Villányi út"," XI. kerület","35 m² terület","1 szoba",NA
"1714",NA,NA,"130 000 Ft/hó",NA,"Káplár utca"," II. kerület","30 m² terület","1 szoba",NA
"1715",NA,NA,"120 000 Ft/hó",NA,"Kőbánya - Újhegyi lakótelep"," X. kerület","49 m² terület","2 szoba","3 m² erkély"
"1716",NA,NA,"140 000 Ft/hó",NA,"Lázár utca"," VI. kerület","40 m² terület","1 szoba","3 m² erkély"
"1717",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Garay utca 26, VII. kerület",NA,NA
"1718",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","680 000 Ft/hó",NA,"Kútvölgyi út, XII. kerület",NA,NA
"1719",NA,NA,"149 000 Ft/hó",NA,"Kis Rókus utca"," II. kerület","49 m² terület","2 szoba","2 m² erkély"
"1720",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Eperjesi út, Kistarcsa",NA,NA
"1721",NA,NA,"120 000 Ft/hó",NA,"Óbuda - Kísérleti lakótelep"," III. kerület","46 m² terület","1 szoba",NA
"1722",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Mézeskalács tér, XV. kerület",NA,NA
"1723",NA,NA,"130 000 Ft/hó",NA,"Ungvár utca"," XIV. kerület","56 m² terület","2 szoba","5 m² erkély"
"1724",NA,NA,"220 000 Ft/hó",NA,"Péterfia utca"," Debrecen","72 m² terület","1 + 2 fél szoba",NA
"1725","Csak szoba",NA,"50 000 Ft/hó",NA,"Albert utca"," XI. kerület","16 m² terület","1 szoba",NA
"1726",NA,NA,"110 000 Ft/hó",NA,"Hegedűs Gyula utca"," XIII. kerület","42 m² terület","1 szoba",NA
"1727",NA,NA,"100 000 Ft/hó",NA,"Mártírok útja 9"," Komárom","30 m² terület","1 szoba",NA
"1728",NA,NA,"120 000 Ft/hó",NA,"Ótelep utca"," Tatabánya","54 m² terület","2 szoba",NA
"1729",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Szalézi út 9, Esztergom",NA,NA
"1730",NA,NA,"250 000 Ft/hó",NA,"Lépcső utca"," Székesfehérvár","150 m² terület","2 + 2 fél szoba",NA
"1731",NA,NA,"140 000 Ft/hó",NA,"Mosonmagyaróvár"," Ipartelep","93 m² terület","4 szoba",NA
"1732",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Gvadányi utca, XIV. kerület",NA,NA
"1733",NA,NA,"110 000 Ft/hó",NA,"Hunyadi János utca"," Kőszeg","45 m² terület","1 + 1 fél szoba","3 m² erkély"
"1734",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Köztársaság utca, Siófok",NA,NA
"1735",NA,NA,"70 000 Ft/hó",NA,"Forrás utca 3"," Kehidakustány","55 m² terület","1 szoba",NA
"1736",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Erkel Ferenc utca, Pomáz",NA,NA
"1737","Új építésű",NA,"125 000 Ft/hó",NA,"Felleg utca"," Debrecen","35 m² terület","1 szoba","3 m² erkély"
"1738",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Albert utca, XI. kerület",NA,NA
"1739",NA,NA,"190 000 Ft/hó",NA,"Kossuth Lajos utca"," V. kerület","35 m² terület","1 szoba",NA
"1740",NA,NA,"105 000 Ft/hó",NA,"Tabán út"," Hatvan","50 m² terület","1 + 1 fél szoba","20 m² erkély"
"1741",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Erdő utca, Budakeszi",NA,NA
"1742",NA,NA,"60 000 Ft/hó",NA,"Szőlő utca 12"," Eger","67 m² terület","1 szoba",NA
"1743","Csak szoba",NA,"40 000 Ft/hó",NA,"Március 15. utca"," Kecskemét","64 m² terület","1 + 2 fél szoba",NA
"1744",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","135 000 Ft/hó",NA,"Makó utca, Sopron",NA,NA
"1745",NA,NA,"80 000 Ft/hó",NA,"Karácsony György utca"," Debrecen","35 m² terület","1 + 1 fél szoba",NA
"1746",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Irányi utca, V. kerület",NA,NA
"1747",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","220 000 Ft/hó",NA,"Baross utca 20, VIII. kerület",NA,NA
"1748",NA,NA,"420 000 Ft/hó",NA,"Madárhegy"," XI. kerület","107 m² terület","3 + 1 fél szoba","23 m² erkély"
"1749",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Lövőház utca, II. kerület",NA,NA
"1750",NA,NA,"120 000 Ft/hó",NA,"Középső-Ferencváros - Rehabilitációs terület"," IX. kerület","35 m² terület","1 szoba","5 m² erkély"
"1751",NA,NA,"135 000 Ft/hó",NA,"Erzsébet tér 3"," V. kerület","30 m² terület","1 szoba",NA
"1752",NA,NA,"190 000 Ft/hó",NA,"Király utca"," VI. kerület","97 m² terület","2 + 1 fél szoba","2 m² erkély"
"1753",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Auróra utca, VIII. kerület",NA,NA
"1754",NA,NA,"150 000 Ft/hó",NA,"Törökbálint"," Annahegy","55 m² terület","3 szoba",NA
"1755",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Rákóczi Ferenc utca, Zalaegerszeg",NA,NA
"1756",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Gróf Leiningen Károly utca 1, Vecsés",NA,NA
"1757",NA,NA,"894 618 Ft/hó",NA,"Belváros"," V. kerület","165 m² terület","3 szoba",NA
"1758",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Bocskai utca, XV. kerület",NA,NA
"1759",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","155 000 Ft/hó",NA,"Petőfi utca, XIX. kerület",NA,NA
"1760",NA,NA,"1 750 000 Ft/hó",NA,"Újlipótváros"," XIII. kerület","166 m² terület","4 szoba","100 m² erkély"
"1761",NA,NA,"280 000 Ft/hó",NA,"Nyár utca"," VII. kerület","72 m² terület","2 + 1 fél szoba",NA
"1762",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Mátyás király út, Eger",NA,NA
"1763","Új építésű",NA,"230 000 Ft/hó",NA,"Cserhalom utca 5"," XIII. kerület","43 m² terület","2 szoba","9 m² erkély"
"1764","Új építésű",NA,"375 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","61 m² terület","3 szoba","16 m² erkély"
"1765",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Irinyi József utca, XI. kerület",NA,NA
"1766",NA,NA,"270 000 Ft/hó",NA,"Simonyi út"," Debrecen","125 m² terület","4 szoba","75 m² erkély"
"1767",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Benczúr utca, VI. kerület",NA,NA
"1768",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Kikötő utca 2, XXI. kerület",NA,NA
"1769",NA,NA,"398 500 Ft/hó",NA,"Szalay utca"," V. kerület","88 m² terület","3 szoba",NA
"1770",NA,NA,"380 000 Ft/hó",NA,"Nyár utca"," VII. kerület","110 m² terület","4 szoba",NA
"1771",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Kert utca, Nyíregyháza",NA,NA
"1772",NA,NA,"350 000 Ft/hó",NA,"Vizafogó"," XIII. kerület","76 m² terület","3 szoba","16 m² erkély"
"1773",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Sütő utca, Szolnok",NA,NA
"1774",NA,NA,"100 000 Ft/hó",NA,"Raktár utca"," III. kerület","36 m² terület","1 szoba",NA
"1775",NA,NA,"80 000 Ft/hó",NA,"Cifrakapu utca"," Eger","55 m² terület","2 szoba","2 m² erkély"
"1776",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Árpád körút, Kecskemét",NA,NA
"1777",NA,NA,"250 000 Ft/hó",NA,"Frankel Leó út"," II. kerület","93 m² terület","3 szoba",NA
"1778",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Sobieski János utca, IX. kerület",NA,NA
"1779",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Amfiteátrum utca, III. kerület",NA,NA
"1780",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Zrínyi utca, Balatonboglár",NA,NA
"1781",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"József Attila utca, Győr",NA,NA
"1782",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Mogyoródi út, XIV. kerület",NA,NA
"1783",NA,NA,"230 000 Ft/hó",NA,"Szirtes út"," I. kerület","43 m² terület","1 + 1 fél szoba","3 m² erkély"
"1784",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Thököly út, XIV. kerület",NA,NA
"1785","Új építésű",NA,"179 000 Ft/hó",NA,"Kemény János utca 3"," Gyöngyös","75 m² terület","4 szoba","6 m² erkély"
"1786",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Törökőr utca 1-3, XIV. kerület",NA,NA
"1787","Új építésű",NA,"156 000 Ft/hó",NA,"Kemény János utca 3"," Gyöngyös","64 m² terület","3 szoba","6 m² erkély"
"1788",NA,NA,"110 000 Ft/hó",NA,"Szabadság tér 1"," Nagykőrös","84 m² terület","3 szoba",NA
"1789","Új építésű",NA,"164 000 Ft/hó",NA,"Kemény János utca 3"," Gyöngyös","56 m² terület","3 szoba","6 m² erkély"
"1790","Új építésű",NA,"179 000 Ft/hó",NA,"Kemény János utca 3"," Gyöngyös","75 m² terület","4 szoba","12 m² erkély"
"1791",NA,NA,"100 000 Ft/hó",NA,"Rákóczi utca"," Körmend","55 m² terület","2 szoba","6 m² erkély"
"1792",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","55 000 Ft/hó",NA,"Liget utca, Marcali",NA,NA
"1793",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Weiner Leó utca, VI. kerület",NA,NA
"1794",NA,NA,"190 000 Ft/hó",NA,"Medvetalp utca"," XI. kerület","36 m² terület","1 + 1 fél szoba","12 m² erkély"
"1795",NA,NA,"130 000 Ft/hó",NA,"Kapy utca"," II. kerület","50 m² terület","2 szoba","4 m² erkély"
"1796",NA,NA,"120 000 Ft/hó",NA,"Pázsitos sétány"," XX. kerület","51 m² terület","2 szoba",NA
"1797",NA,NA,"350 000 Ft/hó",NA,"Vizafogó"," XIII. kerület","76 m² terület","3 szoba","16 m² erkély"
"1798",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","270 000 Ft/hó",NA,"Budai út 29, Székesfehérvár",NA,NA
"1799",NA,NA,"160 000 Ft/hó",NA,"Tisza István utca"," Debrecen","46 m² terület","2 szoba","14 m² erkély"
"1800",NA,NA,"130 000 Ft/hó",NA,"Szőlő utca"," III. kerület","35 m² terület","1 szoba",NA
"1801",NA,NA,"150 000 Ft/hó",NA,"Balázs Béla utca 20"," IX. kerület","33 m² terület","1 szoba","5 m² erkély"
"1802",NA,NA,"100 000 Ft/hó",NA,"Pesti út"," Gyöngyös","55 m² terület","2 szoba",NA
"1803",NA,NA,"160 000 Ft/hó",NA,"Frankel Leó út"," II. kerület","51 m² terület","1 + 1 fél szoba","4 m² erkély"
"1804",NA,NA,"170 000 Ft/hó",NA,"Mártonhegyi út"," XII. kerület","63 m² terület","2 szoba","4 m² erkély"
"1805",NA,NA,"95 000 Ft/hó",NA,"Kodály Zoltán köz 1."," Tokod","55 m² terület","2 + 1 fél szoba",NA
"1806",NA,NA,"280 000 Ft/hó",NA,"Tiszaújváros",NA,"60 m² terület","2 szoba",NA
"1807",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","438 180 Ft/hó",NA,"Szemlőhegy, II. kerület",NA,NA
"1808",NA,NA,"200 000 Ft/hó",NA,"Garay utca"," VII. kerület","85 m² terület","3 szoba",NA
"1809",NA,NA,"180 000 Ft/hó",NA,"Kőbánya - Újhegyi lakótelep"," X. kerület","50 m² terület","2 szoba","3 m² erkély"
"1810",NA,NA,"150 000 Ft/hó",NA,"Egység utca"," Tata","65 m² terület","3 szoba","5 m² erkély"
"1811",NA,NA,"215 000 Ft/hó",NA,"Szent István körút"," V. kerület","68 m² terület","2 + 2 fél szoba",NA
"1812",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"József Attila sugárút 24, Szeged",NA,NA
"1813",NA,NA,"195 000 Ft/hó",NA,"Érd"," Parkváros","55 m² terület","3 szoba",NA
"1814",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Dorozsmai utca, XIV. kerület",NA,NA
"1815",NA,NA,"130 000 Ft/hó",NA,"Magyar jakobinusok tere"," XII. kerület","37 m² terület","1 szoba",NA
"1816","Új építésű",NA,"159 000 Ft/hó",NA,"Székesfehérvár",NA,"57 m² terület","2 szoba",NA
"1817",NA,NA,"130 000 Ft/hó",NA,"Paulay Ede utca"," VI. kerület","42 m² terület","2 szoba",NA
"1818",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Tüske utca 7, II. kerület",NA,NA
"1819",NA,NA,"85 000 Ft/hó",NA,"Bessenyei lakótelep"," Berettyóújfalu","40 m² terület","1 + 1 fél szoba","3 m² erkély"
"1820","Videó elérhető",NA,"150 000 Ft/hó",NA,"Izsó utca"," Debrecen","70 m² terület","2 + 1 fél szoba","5 m² erkély"
"1821",NA,NA,"120 000 Ft/hó",NA,"Szent László utca"," XXI. kerület","64 m² terület","3 szoba","5 m² erkély"
"1822","Új építésű",NA,"190 000 Ft/hó",NA,"Cserhalom utca"," XIII. kerület","45 m² terület","2 szoba","10 m² erkély"
"1823",NA,NA,"975 000 Ft/hó",NA,"Lechner Ödön fasor"," IX. kerület","155 m² terület","3 szoba","9 m² erkély"
"1824",NA,NA,"175 000 Ft/hó",NA,"Mihálkovics utca"," IX. kerület","41 m² terület","1 + 1 fél szoba",NA
"1825",NA,NA,"230 000 Ft/hó",NA,"Boráros tér"," IX. kerület","74 m² terület","2 szoba",NA
"1826","Új építésű",NA,"365 150 Ft/hó",NA,"Corvin sétány"," VIII. kerület","63 m² terület","3 szoba","9 m² erkély"
"1827",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Szövőszék utca 16, X. kerület",NA,NA
"1828",NA,NA,"135 000 Ft/hó",NA,"Szeged"," Rókus","58 m² terület","2 szoba",NA
"1829",NA,NA,"110 000 Ft/hó",NA,"Gyöngyös",NA,"55 m² terület","2 szoba","3 m² erkély"
"1830",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Hunyadi utca, XIX. kerület",NA,NA
"1831",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Ungvár sétány, Nyíregyháza",NA,NA
